,Session #,Customer ID,Song Order,Date,Artist,Song
321,105,ad5f75,1,2021-01-05 01:59:59.971,Beyonce,Single Ladies (Put A Ring On It)
322,106,f17170,1,2021-01-05 03:00:00.000,Frozen,Let It Go
323,106,f17170,2,2021-01-05 03:02:00.010,Lewis Capaldi,Someone You Loved
324,106,f17170,3,2021-01-05 03:04:59.981,High School Musical,Breaking Free
325,106,f17170,4,2021-01-05 03:08:00.038,Pinkfong,Baby Shark
326,106,f17170,5,2021-01-05 03:11:00.010,Camilla Cabello Ft. Young Thug,Havana
327,106,f17170,6,2021-01-05 03:13:00.019,The Little Mermaid,Part Of Your World
328,106,f17170,7,2021-01-05 03:15:59.990,Frank Sinatra,New York New York
329,107,5f56ac,1,2021-01-05 10:00:00.029,Camilla Cabello Ft. Young Thug,Havana
330,107,5f56ac,2,2021-01-05 10:02:00.038,Destiny’s Child,Say My Name
331,107,5f56ac,3,2021-01-05 10:03:59.962,Cher,Believe
332,108,f17170,1,2021-01-05 13:00:00.029,Queen,Don’t Stop Me Now
333,109,732ed3,1,2021-01-05 13:59:59.971,Mariah Carey,All I Want For Christmas Is You
334,109,732ed3,2,2021-01-05 14:01:59.981,Oasis,Don’t Look Back In Anger
335,109,732ed3,3,2021-01-05 14:05:00.038,Ed Sheeran,Castle On The Hill
336,110,8c876d,1,2021-01-05 16:59:59.971,Elvis Presley,Suspicious Minds
337,110,8c876d,2,2021-01-05 17:03:00.029,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
338,110,8c876d,3,2021-01-05 17:06:00.000,Whitney Houston,I Wanna Dance With Somebody
339,110,8c876d,4,2021-01-05 17:08:59.971,TLC,No Scrubs
340,110,8c876d,5,2021-01-05 17:12:00.029,TLC,No Scrubs
341,111,40b63a,1,2021-01-05 22:00:00.029,ABBA,Gimme Gimme Gimme
342,111,40b63a,2,2021-01-05 22:02:00.038,Aqua,Barbie Girl
343,111,40b63a,3,2021-01-05 22:03:59.962,Camilla Cabello Ft. Young Thug,Havana
344,112,140940,1,2021-01-06 01:00:00.029,Neil Diamond,Sweet Caroline
345,112,140940,2,2021-01-06 01:03:00.000,TLC,No Scrubs
346,112,140940,3,2021-01-06 01:05:59.971,Aladdin,A Whole New World
347,113,758060,1,2021-01-06 04:00:00.029,Bonnie Tyler,Total Eclipse Of The Heart
348,113,758060,2,2021-01-06 04:03:00.000,Oasis,Wonderwall
349,113,758060,3,2021-01-06 04:05:00.010,Will Smith,The Fresh Prince Of Bel Air
350,113,758060,4,2021-01-06 04:07:00.019,Little Mix,Shout Out To My Ex
351,113,758060,5,2021-01-06 04:09:59.990,Little Mix,Shout Out To My Ex
352,113,758060,6,2021-01-06 04:12:59.962,ABBA,Waterloo
353,114,4b11b8,1,2021-01-06 10:00:00.029,Oasis,Wonderwall
354,115,98b4b4,1,2021-01-06 10:59:59.971,Gloria Gaynor,I Will Survive
355,115,98b4b4,2,2021-01-06 11:01:59.981,Billie Eilish,Bad Guy
356,115,98b4b4,3,2021-01-06 11:03:59.990,Elvis Presley,Suspicious Minds
357,115,98b4b4,4,2021-01-06 11:06:59.962,Kesha,This Is Me (Greatest Showman)
358,116,e43422,1,2021-01-06 15:00:00.000,Frank Sinatra,New York New York
359,116,e43422,2,2021-01-06 15:02:59.971,John Denver,"Take Me Home, Country Roads"
360,116,e43422,3,2021-01-06 15:06:00.029,Cher,Believe
361,117,301133,1,2021-01-06 18:00:00.000,Bonnie Tyler,Total Eclipse Of The Heart
362,118,cda151,1,2021-01-06 19:00:00.029,Pinkfong,Baby Shark
363,118,cda151,2,2021-01-06 19:03:00.000,Ed Sheeran,Perfect
364,118,cda151,3,2021-01-06 19:05:00.010,John Denver,"Take Me Home, Country Roads"
365,118,cda151,4,2021-01-06 19:07:59.981,A-Ha,Take On Me
366,118,cda151,5,2021-01-06 19:09:59.990,High School Musical,Breaking Free
367,118,cda151,6,2021-01-06 19:12:59.962,Shawn Mendes & Camila Cabello,Senorita
368,118,cda151,7,2021-01-06 19:16:00.019,Dolly Parton,9 To 5
369,118,cda151,8,2021-01-06 19:18:00.029,The Pogues,Fairytale Of New York
370,119,15885d,1,2021-01-07 03:00:00.000,Elvis Presley,Suspicious Minds
371,120,0cf9e6,1,2021-01-07 04:00:00.029,Britney Spears,Baby One More Time
372,120,0cf9e6,2,2021-01-07 04:02:00.038,Queen,I Want To Break Free
373,120,0cf9e6,3,2021-01-07 04:05:00.010,Robbie Williams,Angels
374,121,cc86ee,1,2021-01-07 07:00:00.029,Eminem,Lose Yourself
375,122,580086,1,2021-01-07 07:59:59.971,Whitney Houston,I Wanna Dance With Somebody
376,123,a242ac,1,2021-01-07 09:00:00.000,Pinkfong,Baby Shark
377,123,a242ac,2,2021-01-07 09:02:59.971,Estelle Ft. Kanye West,American Boy
378,123,a242ac,3,2021-01-07 09:06:00.029,Aqua,Barbie Girl
379,123,a242ac,4,2021-01-07 09:08:00.038,Gloria Gaynor,I Will Survive
380,123,a242ac,5,2021-01-07 09:09:59.962,High School Musical,Breaking Free
381,123,a242ac,6,2021-01-07 09:13:00.019,Wham!,Last Christmas
382,123,a242ac,7,2021-01-07 09:15:00.029,Ed Sheeran,Castle On The Hill
383,123,a242ac,8,2021-01-07 09:18:00.000,Kings Of Leon,Sex Is On Fire
384,123,a242ac,9,2021-01-07 09:20:00.010,Kings Of Leon,Sex Is On Fire
385,123,a242ac,10,2021-01-07 09:22:00.019,Eminem,Lose Yourself
386,124,498a45,1,2021-01-07 19:00:00.029,The Weather Girls,It’s Raining Men
387,124,498a45,2,2021-01-07 19:02:00.038,Kings Of Leon,Sex Is On Fire
388,124,498a45,3,2021-01-07 19:03:59.962,Mark Ronson Ft. Bruno Mars,Uptown Funk
389,124,498a45,4,2021-01-07 19:07:00.019,Frank Sinatra,New York New York
390,125,d4f798,1,2021-01-07 22:59:59.971,The Little Mermaid,Under The Sea
391,125,d4f798,2,2021-01-07 23:01:59.981,Lil Nas X,Old Town Road
392,125,d4f798,3,2021-01-07 23:05:00.038,ABBA,Dancing Queen
393,126,f0549d,1,2021-01-08 01:59:59.971,The Lion King,I Just Can’t Wait To Be King
394,126,f0549d,2,2021-01-08 02:01:59.981,Ava Max,Sweet But Psycho
395,126,f0549d,3,2021-01-08 02:05:00.038,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
396,126,f0549d,4,2021-01-08 02:08:00.010,Will Smith,The Fresh Prince Of Bel Air
397,126,f0549d,5,2021-01-08 02:10:00.019,Frank Sinatra,New York New York
398,126,f0549d,6,2021-01-08 02:12:59.990,Aqua,Barbie Girl
399,127,98150b,1,2021-01-08 07:59:59.971,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
400,127,98150b,2,2021-01-08 08:01:59.981,John Denver,"Take Me Home, Country Roads"
401,127,98150b,3,2021-01-08 08:05:00.038,Britney Spears,Baby One More Time
402,127,98150b,4,2021-01-08 08:06:59.962,John Denver,"Take Me Home, Country Roads"
403,127,98150b,5,2021-01-08 08:10:00.019,Dolly Parton & Kenny Rogers,Islands In The Stream
404,127,98150b,6,2021-01-08 08:12:59.990,Alexandra Burke,Hallelujah
405,128,b0c352,1,2021-01-08 15:00:00.000,Ed Sheeran,Perfect
406,128,b0c352,2,2021-01-08 15:02:00.010,Moana,How Far I’ll Go
407,128,b0c352,3,2021-01-08 15:04:59.981,High School Musical,Breaking Free
408,129,1d80ad,1,2021-01-08 19:00:00.029,Frank Sinatra,New York New York
409,130,cc86ee,1,2021-01-08 19:59:59.971,ABBA,Waterloo
410,130,cc86ee,2,2021-01-08 20:03:00.029,Frozen,Let It Go
411,130,cc86ee,3,2021-01-08 20:05:00.038,Will Smith,The Fresh Prince Of Bel Air
412,130,cc86ee,4,2021-01-08 20:06:59.962,Anne-Marie,2002
413,131,bf513b,1,2021-01-09 01:00:00.029,Guns N’ Roses,Sweet Child O’ Mine
414,131,bf513b,2,2021-01-09 01:02:00.038,Cher,Believe
415,131,bf513b,3,2021-01-09 01:05:00.010,The Greatest Showman,A Million Dreams
416,131,bf513b,4,2021-01-09 01:07:59.981,Grease,Summer Nights
417,131,bf513b,5,2021-01-09 01:09:59.990,Bonnie Tyler,Total Eclipse Of The Heart
418,132,3fdc46,1,2021-01-09 06:00:00.000,ABBA,Gimme Gimme Gimme
419,133,98b4b4,1,2021-01-09 07:00:00.029,Shawn Mendes & Camila Cabello,Senorita
420,134,896f04,1,2021-01-09 07:59:59.971,Gloria Gaynor,I Will Survive
421,135,b33ec1,1,2021-01-09 09:00:00.000,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
422,135,b33ec1,2,2021-01-09 09:02:59.971,The Little Mermaid,Part Of Your World
423,135,b33ec1,3,2021-01-09 09:06:00.029,Anne-Marie,2002
424,136,8dc987,1,2021-01-09 12:00:00.000,Wham!,Last Christmas
425,136,8dc987,2,2021-01-09 12:02:00.010,ABBA,Mamma Mia
426,136,8dc987,3,2021-01-09 12:04:00.019,Mark Ronson Ft. Bruno Mars,Uptown Funk
427,136,8dc987,4,2021-01-09 12:06:59.990,Wham!,Last Christmas
428,136,8dc987,5,2021-01-09 12:09:00.000,Spice Girls,Wannabe
429,137,abae4d,1,2021-01-09 16:59:59.971,Backstreet Boys,I Want It That Way
430,137,abae4d,2,2021-01-09 17:01:59.981,Ariana Grande,7 Rings
431,138,0cf9e6,1,2021-01-09 19:00:00.029,The Pogues,Fairytale Of New York
432,138,0cf9e6,2,2021-01-09 19:02:00.038,John Denver,"Take Me Home, Country Roads"
433,139,509ec8,1,2021-01-09 21:00:00.000,The Lion King,Can You Feel The Love Tonight
434,139,509ec8,2,2021-01-09 21:02:00.010,Kesha,This Is Me (Greatest Showman)
435,139,509ec8,3,2021-01-09 21:04:59.981,The Weather Girls,It’s Raining Men
436,139,509ec8,4,2021-01-09 21:06:59.990,Ava Max,Sweet But Psycho
437,140,c01ecb,1,2021-01-10 01:00:00.029,Lady Gaga & Bradley Cooper,Shallow
438,141,a5632d,1,2021-01-10 01:59:59.971,The Little Mermaid,Under The Sea
439,141,a5632d,2,2021-01-10 02:01:59.981,Queen,We Will Rock You
440,142,509ec8,1,2021-01-10 04:00:00.029,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
441,142,509ec8,2,2021-01-10 04:03:00.000,ABBA,Waterloo
442,142,509ec8,3,2021-01-10 04:05:59.971,John Denver,"Take Me Home, Country Roads"
443,142,509ec8,4,2021-01-10 04:09:00.029,Elvis Presley,Suspicious Minds
444,143,47a375,1,2021-01-10 07:59:59.971,Dua Lipa,New Rules
445,143,47a375,2,2021-01-10 08:03:00.029,Dolly Parton & Kenny Rogers,Islands In The Stream
446,144,d93ab5,1,2021-01-10 10:00:00.029,Shania Twain,Man! I Feel Like A Woman
447,145,a2b2d8,1,2021-01-10 10:59:59.971,The Human League,Don’t You Want Me Baby
448,145,a2b2d8,2,2021-01-10 11:03:00.029,Mark Ronson Ft. Amy Winehouse,Valerie
449,145,a2b2d8,3,2021-01-10 11:06:00.000,George Ezra,Shotgun
450,146,a9f512,1,2021-01-10 13:59:59.971,Kings Of Leon,Sex Is On Fire
451,147,4eb901,1,2021-01-10 15:00:00.000,Pinkfong,Baby Shark
452,147,4eb901,2,2021-01-10 15:02:59.971,Wheatus,Teenage Dirtbag
453,147,4eb901,3,2021-01-10 15:06:00.029,The Little Mermaid,Part Of Your World
454,148,16fc7f,1,2021-01-10 18:00:00.000,Estelle Ft. Kanye West,American Boy
455,149,74e4cd,1,2021-01-10 19:00:00.029,The Little Mermaid,Part Of Your World
456,149,74e4cd,2,2021-01-10 19:03:00.000,Eminem,Lose Yourself
457,149,74e4cd,3,2021-01-10 19:05:59.971,Oasis,Wonderwall
458,149,74e4cd,4,2021-01-10 19:07:59.981,Will Smith,The Fresh Prince Of Bel Air
459,150,f97dbd,1,2021-01-10 22:59:59.971,Dirty Dancing,The Time Of My Life
460,151,7caaf5,1,2021-01-11 00:00:00.000,Queen,I Want To Break Free
461,151,7caaf5,2,2021-01-11 00:02:59.971,Whitney Houston,I Wanna Dance With Somebody
462,151,7caaf5,3,2021-01-11 00:06:00.029,The Lion King,I Just Can’t Wait To Be King
463,151,7caaf5,4,2021-01-11 00:08:00.038,Billie Eilish,Bad Guy
464,151,7caaf5,5,2021-01-11 00:09:59.962,Backstreet Boys,Everybody
465,152,9d36bb,1,2021-01-11 04:59:59.971,ABBA,Dancing Queen
466,153,058fcc,1,2021-01-11 06:00:00.000,Elton John,Your Song
467,153,058fcc,2,2021-01-11 06:02:00.010,Aladdin,A Whole New World
468,154,a0a25c,1,2021-01-11 07:59:59.971,Elton John,Your Song
469,155,cdda70,1,2021-01-11 09:00:00.000,Toto,Africa
470,156,2e5db7,1,2021-01-11 10:00:00.029,Ed Sheeran,Perfect
471,157,749ebe,1,2021-01-11 10:59:59.971,Aladdin,A Whole New World
472,158,14e19f,1,2021-01-11 12:00:00.000,Frozen,Let It Go
473,159,707b62,1,2021-01-11 13:00:00.029,The Human League,Don’t You Want Me Baby
474,160,56f7a2,1,2021-01-11 13:59:59.971,Destiny’s Child,Say My Name
475,160,56f7a2,2,2021-01-11 14:01:59.981,Neil Diamond,Sweet Caroline
476,160,56f7a2,3,2021-01-11 14:05:00.038,Mark Ronson Ft. Amy Winehouse,Valerie
477,160,56f7a2,4,2021-01-11 14:08:00.010,Tones And I,Dance Monkey
478,160,56f7a2,5,2021-01-11 14:10:59.981,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
479,160,56f7a2,6,2021-01-11 14:12:59.990,Oasis,Wonderwall
480,161,a2b2d8,1,2021-01-11 19:59:59.971,The Human League,Don’t You Want Me Baby
481,162,74015b,1,2021-01-11 21:00:00.000,Shawn Mendes & Camila Cabello,Senorita
482,163,6eb0e1,1,2021-01-11 22:00:00.029,Britney Spears,Toxic
483,164,793a1c,1,2021-01-11 22:59:59.971,Tones And I,Dance Monkey
484,164,793a1c,2,2021-01-11 23:03:00.029,Dolly Parton & Kenny Rogers,Islands In The Stream
485,164,793a1c,3,2021-01-11 23:06:00.000,Will Smith,The Fresh Prince Of Bel Air
486,164,793a1c,4,2021-01-11 23:08:00.010,ABBA,Gimme Gimme Gimme
487,164,793a1c,5,2021-01-11 23:10:00.019,Dirty Dancing,The Time Of My Life
488,164,793a1c,6,2021-01-11 23:12:59.990,ABBA,Dancing Queen
489,164,793a1c,7,2021-01-11 23:15:00.000,Backstreet Boys,I Want It That Way
490,164,793a1c,8,2021-01-11 23:17:00.010,Neil Diamond,Sweet Caroline
491,164,793a1c,9,2021-01-11 23:19:59.981,Ed Sheeran & Justin Bieber,I Don’t Care
492,164,793a1c,10,2021-01-11 23:23:00.038,Mariah Carey,All I Want For Christmas Is You
493,164,793a1c,11,2021-01-11 23:24:59.962,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
494,164,793a1c,12,2021-01-11 23:26:59.971,Pinkfong,Baby Shark
495,165,a5632d,1,2021-01-12 10:59:59.971,Destiny’s Child,Say My Name
496,165,a5632d,2,2021-01-12 11:01:59.981,Will Smith,The Fresh Prince Of Bel Air
497,166,74e4cd,1,2021-01-12 13:00:00.029,Backstreet Boys,I Want It That Way
498,166,74e4cd,2,2021-01-12 13:02:00.038,High School Musical,Breaking Free
499,166,74e4cd,3,2021-01-12 13:05:00.010,The Human League,Don’t You Want Me Baby
500,166,74e4cd,4,2021-01-12 13:07:59.981,Bon Jovi,Livin’ On A Prayer
501,166,74e4cd,5,2021-01-12 13:09:59.990,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
502,166,74e4cd,6,2021-01-12 13:12:00.000,The Human League,Don’t You Want Me Baby
503,167,a2bde8,1,2021-01-12 19:00:00.029,Bryan Adams,Summer Of ’69
504,167,a2bde8,2,2021-01-12 19:03:00.000,Ava Max,Sweet But Psycho
505,167,a2bde8,3,2021-01-12 19:05:59.971,Queen,We Will Rock You
506,168,75594b,1,2021-01-12 22:00:00.029,Alexandra Burke,Hallelujah
507,169,8d850e,1,2021-01-12 22:59:59.971,ABBA,Gimme Gimme Gimme
508,170,74e4cd,1,2021-01-13 00:00:00.000,Whitney Houston,I Wanna Dance With Somebody
509,170,74e4cd,2,2021-01-13 00:02:59.971,Cher,Believe
510,170,74e4cd,3,2021-01-13 00:06:00.029,Kesha,This Is Me (Greatest Showman)
511,170,74e4cd,4,2021-01-13 00:09:00.000,Elton John & Kiki Dee,Don’t Go Breaking My Heart
512,170,74e4cd,5,2021-01-13 00:11:00.010,George Ezra,Shotgun
513,170,74e4cd,6,2021-01-13 00:13:00.019,Spice Girls,Wannabe
514,170,74e4cd,7,2021-01-13 00:15:00.029,Dirty Dancing,The Time Of My Life
515,170,74e4cd,8,2021-01-13 00:18:00.000,Mariah Carey,All I Want For Christmas Is You
516,171,a0a25c,1,2021-01-13 07:59:59.971,The Lion King,Can You Feel The Love Tonight
517,171,a0a25c,2,2021-01-13 08:01:59.981,Elton John,Your Song
518,171,a0a25c,3,2021-01-13 08:03:59.990,Ike And Tina Turner,Proud Mary
519,172,a2b2d8,1,2021-01-13 10:59:59.971,Ed Sheeran,Castle On The Hill
520,172,a2b2d8,2,2021-01-13 11:03:00.029,Loren Allred,Never Enough (The Greatest Showman)
521,172,a2b2d8,3,2021-01-13 11:05:00.038,The Pogues,Fairytale Of New York
522,172,a2b2d8,4,2021-01-13 11:06:59.962,The Pogues,Fairytale Of New York
523,172,a2b2d8,5,2021-01-13 11:08:59.971,Alexandra Burke,Hallelujah
524,172,a2b2d8,6,2021-01-13 11:12:00.029,Ed Sheeran,Shape Of You
525,172,a2b2d8,7,2021-01-13 11:15:00.000,ABBA,Waterloo
526,172,a2b2d8,8,2021-01-13 11:17:59.971,Ed Sheeran,Shape Of You
527,173,abae4d,1,2021-01-13 19:00:00.029,Dolly Parton,Jolene
528,174,a3f849,1,2021-01-13 19:59:59.971,Aladdin,A Whole New World
529,174,a3f849,2,2021-01-13 20:03:00.029,Robbie Williams,Angels
530,174,a3f849,3,2021-01-13 20:06:00.000,Gloria Gaynor,I Will Survive
531,175,1d80ad,1,2021-01-14 00:00:00.000,Ed Sheeran & Justin Bieber,I Don’t Care
532,175,1d80ad,2,2021-01-14 00:02:59.971,Elvis Presley,Suspicious Minds
533,175,1d80ad,3,2021-01-14 00:06:00.029,Wham!,Last Christmas
534,175,1d80ad,4,2021-01-14 00:08:00.038,Aladdin,A Whole New World
535,175,1d80ad,5,2021-01-14 00:11:00.010,Lady Gaga & Bradley Cooper,Shallow
536,176,8bc93d,1,2021-01-14 04:59:59.971,Dolly Parton,Jolene
537,176,8bc93d,2,2021-01-14 05:01:59.981,Dirty Dancing,The Time Of My Life
538,176,8bc93d,3,2021-01-14 05:05:00.038,Backstreet Boys,Everybody
539,177,f97dbd,1,2021-01-14 07:59:59.971,Elvis Presley,Suspicious Minds
540,177,f97dbd,2,2021-01-14 08:03:00.029,Oasis,Don’t Look Back In Anger
541,177,f97dbd,3,2021-01-14 08:06:00.000,TLC,No Scrubs
542,177,f97dbd,4,2021-01-14 08:08:59.971,Queen,We Will Rock You
543,177,f97dbd,5,2021-01-14 08:12:00.029,Whitney Houston,I Wanna Dance With Somebody
544,177,f97dbd,6,2021-01-14 08:15:00.000,Bryan Adams,Summer Of ’69
545,178,,1,2021-01-14 13:59:59.971,Taylor Swift,Shake It Off
546,179,01fc7c,1,2021-01-14 15:00:00.000,Ed Sheeran & Justin Bieber,I Don’t Care
547,180,2f626e,1,2021-01-14 16:00:00.029,Frank Sinatra,My Way
548,180,2f626e,2,2021-01-14 16:03:00.000,ABBA,Dancing Queen
549,181,058fcc,1,2021-01-14 18:00:00.000,Ike And Tina Turner,Proud Mary
550,181,058fcc,2,2021-01-14 18:02:00.010,Neil Diamond,Sweet Caroline
551,182,23d93f,1,2021-01-14 19:59:59.971,Taylor Swift,Shake It Off
552,183,74e4cd,1,2021-01-14 21:00:00.000,Dirty Dancing,The Time Of My Life
553,183,74e4cd,2,2021-01-14 21:02:59.971,Elton John & Kiki Dee,Don’t Go Breaking My Heart
554,184,dfeeea,1,2021-01-14 22:59:59.971,Robbie Williams,Angels
555,184,dfeeea,2,2021-01-14 23:03:00.029,Dolly Parton,9 To 5
556,184,dfeeea,3,2021-01-14 23:05:00.038,Backstreet Boys,I Want It That Way
557,184,dfeeea,4,2021-01-14 23:06:59.962,A-Ha,Take On Me
558,184,dfeeea,5,2021-01-14 23:08:59.971,Kesha,This Is Me (Greatest Showman)
559,184,dfeeea,6,2021-01-14 23:12:00.029,Lewis Capaldi,Someone You Loved
560,184,dfeeea,7,2021-01-14 23:15:00.000,Will Smith,The Fresh Prince Of Bel Air
561,185,a59dd7,1,2021-01-15 07:00:00.029,Bon Jovi,Livin’ On A Prayer
562,185,a59dd7,2,2021-01-15 07:02:00.038,Shania Twain,Man! I Feel Like A Woman
563,185,a59dd7,3,2021-01-15 07:05:00.010,Ed Sheeran,Perfect
564,185,a59dd7,4,2021-01-15 07:07:00.019,ABBA,Waterloo
565,185,a59dd7,5,2021-01-15 07:09:59.990,TLC,No Scrubs
566,186,74e4cd,1,2021-01-15 12:00:00.000,Journey,Don’t Stop Believin’
567,187,0b032a,1,2021-01-15 13:00:00.029,Dolly Parton,Jolene
568,187,0b032a,2,2021-01-15 13:02:00.038,Luis Fonsi & Daddy Yankee,Despacito
569,187,0b032a,3,2021-01-15 13:03:59.962,Outkast,Hey Ya
570,187,0b032a,4,2021-01-15 13:07:00.019,Frozen,Let It Go
571,188,ccee6c,1,2021-01-15 16:59:59.971,Estelle Ft. Kanye West,American Boy
572,188,ccee6c,2,2021-01-15 17:03:00.029,Frank Sinatra,New York New York
573,189,793a1c,1,2021-01-15 19:00:00.029,Whitney Houston,I Wanna Dance With Somebody
574,190,6.99e+67,1,2021-01-15 19:59:59.971,The Weather Girls,It’s Raining Men
575,190,6.99e+67,2,2021-01-15 20:01:59.981,Guns N’ Roses,Sweet Child O’ Mine
576,190,6.99e+67,3,2021-01-15 20:03:59.990,Loren Allred,Never Enough (The Greatest Showman)
577,190,6.99e+67,4,2021-01-15 20:06:00.000,TLC,No Scrubs
578,190,6.99e+67,5,2021-01-15 20:08:59.971,The Greatest Showman,A Million Dreams
579,190,6.99e+67,6,2021-01-15 20:12:00.029,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
580,191,793a1c,1,2021-01-16 01:59:59.971,The Little Mermaid,Part Of Your World
581,191,793a1c,2,2021-01-16 02:03:00.029,The Proclaimers,I’m Gonna Be (500 Miles)
582,191,793a1c,3,2021-01-16 02:06:00.000,Queen,We Will Rock You
583,191,793a1c,4,2021-01-16 02:08:59.971,Will Smith,The Fresh Prince Of Bel Air
584,191,793a1c,5,2021-01-16 02:10:59.981,Britney Spears,Toxic
585,191,793a1c,6,2021-01-16 02:14:00.038,Aladdin,A Whole New World
586,191,793a1c,7,2021-01-16 02:17:00.010,Robbie Williams,Angels
587,192,7da7c9,1,2021-01-16 09:00:00.000,George Ezra,Shotgun
588,192,7da7c9,2,2021-01-16 09:02:00.010,Backstreet Boys,I Want It That Way
589,192,7da7c9,3,2021-01-16 09:04:00.019,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
590,192,7da7c9,4,2021-01-16 09:06:59.990,Elton John,Your Song
591,193,c02782,1,2021-01-16 13:00:00.029,Frank Sinatra,My Way
592,193,c02782,2,2021-01-16 13:03:00.000,The Pogues,Fairytale Of New York
593,193,c02782,3,2021-01-16 13:05:00.010,Queen,Don’t Stop Me Now
594,194,01fc7c,1,2021-01-16 16:00:00.029,The Lion King,Can You Feel The Love Tonight
595,194,01fc7c,2,2021-01-16 16:02:00.038,Outkast,Hey Ya
596,194,01fc7c,3,2021-01-16 16:05:00.010,Journey,Don’t Stop Believin’
597,194,01fc7c,4,2021-01-16 16:07:59.981,Ed Sheeran,Castle On The Hill
598,195,74e4cd,1,2021-01-16 19:59:59.971,Elton John,Your Song
599,196,41c5b3,1,2021-01-16 21:00:00.000,Ed Sheeran & Justin Bieber,I Don’t Care
600,196,41c5b3,2,2021-01-16 21:02:59.971,Queen,I Want To Break Free
601,197,a9f512,1,2021-01-16 22:59:59.971,Lewis Capaldi,Someone You Loved
602,197,a9f512,2,2021-01-16 23:03:00.029,The Lion King,Can You Feel The Love Tonight
603,197,a9f512,3,2021-01-16 23:05:00.038,Aladdin,A Whole New World
604,197,a9f512,4,2021-01-16 23:08:00.010,Kesha,This Is Me (Greatest Showman)
605,197,a9f512,5,2021-01-16 23:10:59.981,Alexandra Burke,Hallelujah
606,198,ffa716,1,2021-01-17 04:00:00.029,High School Musical,Breaking Free
607,198,ffa716,2,2021-01-17 04:03:00.000,High School Musical,Breaking Free
608,198,ffa716,3,2021-01-17 04:05:59.971,George Ezra,Shotgun
609,198,ffa716,4,2021-01-17 04:07:59.981,Loren Allred,Never Enough (The Greatest Showman)
610,198,ffa716,5,2021-01-17 04:09:59.990,Will Smith,The Fresh Prince Of Bel Air
611,198,ffa716,6,2021-01-17 04:12:00.000,Grease,You’re The One That I Want
612,199,b0c352,1,2021-01-17 10:00:00.029,Tones And I,Dance Monkey
613,199,b0c352,2,2021-01-17 10:03:00.000,Mark Ronson Ft. Amy Winehouse,Valerie
614,199,b0c352,3,2021-01-17 10:05:59.971,John Denver,"Take Me Home, Country Roads"
615,199,b0c352,4,2021-01-17 10:09:00.029,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
616,199,b0c352,5,2021-01-17 10:12:00.000,Loren Allred,Never Enough (The Greatest Showman)
617,199,b0c352,6,2021-01-17 10:14:00.010,High School Musical,Breaking Free
618,200,498a45,1,2021-01-17 16:00:00.029,George Ezra,Shotgun
619,201,8c876d,1,2021-01-17 16:59:59.971,Ariana Grande,7 Rings
620,201,8c876d,2,2021-01-17 17:03:00.029,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
621,202,452d87,1,2021-01-17 19:00:00.029,Luis Fonsi & Daddy Yankee,Despacito
622,202,452d87,2,2021-01-17 19:02:00.038,Wham!,Last Christmas
623,203,a5632d,1,2021-01-17 21:00:00.000,Aqua,Barbie Girl
624,203,a5632d,2,2021-01-17 21:02:00.010,Grease,Summer Nights
625,204,90980,1,2021-01-17 22:59:59.971,Lady Gaga & Bradley Cooper,Shallow
626,204,90980,2,2021-01-17 23:03:00.029,The Human League,Don’t You Want Me Baby
627,204,90980,3,2021-01-17 23:06:00.000,Guns N’ Roses,Sweet Child O’ Mine
628,205,6b550c,1,2021-01-18 01:59:59.971,George Ezra,Shotgun
629,205,6b550c,2,2021-01-18 02:01:59.981,Ed Sheeran,Perfect
630,205,6b550c,3,2021-01-18 02:03:59.990,Grease,You’re The One That I Want
631,206,aa0846,1,2021-01-18 04:59:59.971,The Lion King,I Just Can’t Wait To Be King
632,206,aa0846,2,2021-01-18 05:01:59.981,ABBA,Gimme Gimme Gimme
633,206,aa0846,3,2021-01-18 05:03:59.990,Outkast,Hey Ya
634,206,aa0846,4,2021-01-18 05:06:59.962,Destiny’s Child,Say My Name
635,207,c01ecb,1,2021-01-18 09:00:00.000,Mark Ronson Ft. Amy Winehouse,Valerie
636,207,c01ecb,2,2021-01-18 09:02:59.971,George Ezra,Shotgun
637,207,c01ecb,3,2021-01-18 09:04:59.981,Bonnie Tyler,Total Eclipse Of The Heart
638,207,c01ecb,4,2021-01-18 09:08:00.038,Elton John & Kiki Dee,Don’t Go Breaking My Heart
639,208,86b70e,1,2021-01-18 13:00:00.029,ABBA,Waterloo
640,208,86b70e,2,2021-01-18 13:03:00.000,Queen,Don’t Stop Me Now
641,208,86b70e,3,2021-01-18 13:05:59.971,Cher,Believe
642,208,86b70e,4,2021-01-18 13:09:00.029,The Proclaimers,I’m Gonna Be (500 Miles)
