,Latitude,Longitude,Medal Ceremony?,Sport Group,Events Split,Time,Date,Sport,Venue
491,35.643512573489566, 139.79473745950065,False,Volleyball,Women's Preliminary Round - Pool A: Serbia vs Republic of Korea,01:00:00,2021-08-02,Volleyball,Ariake Arena
492,35.66773432212354, 139.70019944667044,False,Handball,Women's Preliminary Round Group A: Republic of Korea vs Angola,01:00:00,2021-08-02,Handball,Yoyogi National Stadium
493,35.62426208355979, 139.76843705331703,False,Volleyball,Men's or Women's Round of 16 (8 matches),01:00:00,2021-08-02,Beach Volley,Shiokaze Park
494,35.60796457817903, 139.8147625026683,False,Canoeing,Women's Kayak Single 200m Heats,01:30:00,2021-08-02,Canoe Sprint,Sea Forest Waterway
495,35.59269081886343, 139.75405101776522,False,Hockey,Women's Quarterfinals (2 matches),01:30:00,2021-08-02,Hockey,Oi Hockey Stadium
496,35.679538129089025, 139.71224149090568,False,Tennis,Men's Team Round of 16,02:00:00,2021-08-02,Table Tennis,Tokyo Metropolitan Gymnasium
497,35.647754733125474, 139.8195228619168,False,Water Polo,Men's Preliminary Round - Group A: Hungary vs Italy,02:00:00,2021-08-02,Water Polo,Tatsumi Water Polo Centre
498,35.895211316703495, 139.6314078235249,False,Basketball,Women's Preliminary Round Group B: Nigeria vs Japan,02:00:00,2021-08-02,Basketball,Saitama Super Arena
499,35.64977449961884, 140.03645074412134,False,Wrestling,Men's Greco-Roman 60 kg Repechage,03:00:00,2021-08-02,Wrestling,Makuhari Messe Hall
500,35.67697382447295, 139.76380194086386,False,Weightlifting,Women's 87 kg Group B and Women's +87 kg Group B,03:50:00,2021-08-02,Weightlifting,Tokyo International Forum
501,35.44332814187166, 139.64046498472052,False,Baseball,Baseball Knockout stage (#3),04:00:00,2021-08-02,Baseball,Yokohama Baseball Stadium
502,35.29979336326726, 139.48406276201857,False,Sailing,470 Men,04:00:00,2021-08-02,Sailing,Enoshima Yacht Harbour
503,35.66516093172041, 139.52508181634872,False,Badminton,Women's Doubles Bronze Medal Match,05:00:00,2021-08-02,Badminton,Musashino Forest Sport Plaza
504,35.895211316703495, 139.6314078235249,False,Basketball,Women's Preliminary Round Group B: France vs United States,05:40:00,2021-08-02,Basketball,Saitama Super Arena
505,35.647754733125474, 139.8195228619168,False,Water Polo,Men's Preliminary Round - Group B: Serbia vs Montenegro,06:00:00,2021-08-02,Water Polo,Tatsumi Water Polo Centre
506,35.66773432212354, 139.70019944667044,False,Handball,Women's Preliminary Round Group B: Spain vs ROC,06:15:00,2021-08-02,Handball,Yoyogi National Stadium
507,35.643512573489566, 139.79473745950065,False,Volleyball,Women's Preliminary Round - Pool B: ROC vs Turkey,06:20:00,2021-08-02,Volleyball,Ariake Arena
508,35.679538129089025, 139.71224149090568,False,Tennis,Men's Team Quarterfinals,06:30:00,2021-08-02,Table Tennis,Tokyo Metropolitan Gymnasium
509,35.65154002713155, 139.81526845227876,False,Diving,Men's 3m Springboard Preliminary,07:00:00,2021-08-02,Diving,Tokyo Aquatics Centre
510,35.01222390470476, 139.01558129892814,False,Cycling,Women's Team Sprint Qualifying,07:30:00,2021-08-02,Cycling Track,Izu Velodrome
511,35.67697382447295, 139.76380194086386,False,Weightlifting,Women's 87 kg Group A,07:50:00,2021-08-02,Weightlifting,Tokyo International Forum
512,35.64167062421445, 139.79257372832834,False,Gymnastics,Men's Rings Final,09:00:00,2021-08-02,Artistic Gymnastics,Ariake Gymnastics Centre
513,35.99213056967567, 140.64152126184229,False,Football,Women's Semifinal (2 matches),09:00:00,2021-08-02,Football,Ibaraki Kashima Stadium
514,35.6369951864692, 139.63364991415503,False,Equestrian,Eventing Jumping Team Final and Individual Qualifier,09:00:00,2021-08-02,Equestrian,Equestrian Park
515,35.895211316703495, 139.6314078235249,False,Basketball,Women's Preliminary Round Group C: China vs Belgium,09:20:00,2021-08-02,Basketball,Saitama Super Arena
516,35.64977449961884, 140.03645074412134,False,Wrestling,Men's Greco-Roman 77 kg Semifinals,10:15:00,2021-08-02,Wrestling,Makuhari Messe Hall
517,35.647754733125474, 139.8195228619168,False,Water Polo,Men's Preliminary Round - Group A: Japan vs South Africa,10:20:00,2021-08-02,Water Polo,Tatsumi Water Polo Centre
518,35.66773432212354, 139.70019944667044,False,Handball,Women's Quarterfinals (2 matches),10:30:00,2021-08-02,Handball,Yoyogi National Stadium
519,35.67786383266573, 139.71366292613558,True,Athletics,Men's 100m Victory Ceremony,11:00:00,2021-08-02,Athletics,Olympic Stadium
520,35.44332814187166, 139.64046498472052,False,Baseball,Baseball Knockout stage(#3),11:00:00,2021-08-02,Baseball,Yokohama Baseball Stadium
521,35.65154002713155, 139.81526845227876,False,Swimming,Duet Free Routine Preliminary,11:30:00,2021-08-02,Artistic Swimming,Tokyo Aquatics Centre
522,35.66773432212354, 139.70019944667044,False,Handball,Women's Preliminary Round Group A: Netherlands vs Montenegro,11:30:00,2021-08-02,Handball,Yoyogi National Stadium
523,35.679538129089025, 139.71224149090568,False,Tennis,Men's Team Quarterfinals,11:30:00,2021-08-02,Table Tennis,Tokyo Metropolitan Gymnasium
524,35.643512573489566, 139.79473745950065,False,Volleyball,Women's Preliminary Round - Pool A: Japan vs Dominican Rep.,11:40:00,2021-08-02,Volleyball,Ariake Arena
525,35.67697382447295, 139.76380194086386,False,Weightlifting,Women's +87 kg Group A,11:50:00,2021-08-02,Weightlifting,Tokyo International Forum
526,35.66516093172041, 139.52508181634872,False,Badminton,Men's Singles Bronze Medal Match,12:00:00,2021-08-02,Badminton,Musashino Forest Sport Plaza
527,35.895211316703495, 139.6314078235249,False,Basketball,Women's Preliminary Round Group C: Australia vs Puerto Rico,13:00:00,2021-08-02,Basketball,Saitama Super Arena
528,35.67786383266573, 139.71366292613558,False,Athletics,Men's Triple Jump Qualifying Round,01:00:00,2021-08-03,Athletics,Olympic Stadium
529,35.643512573489566, 139.79473745950065,False,Volleyball,Men's Quarterfinal,01:00:00,2021-08-03,Volleyball,Ariake Arena
530,35.62426208355979, 139.76843705331703,False,Volleyball,Women's Quarterfinals (2 matches),01:00:00,2021-08-03,Beach Volleyball,Shiokaze Park
531,35.60796457817903, 139.8147625026683,False,Canoeing,Women's Kayak Single 200m Semifinals,01:30:00,2021-08-03,Canoe Sprint,Sea Forest Waterway
532,35.66773432212354, 139.70019944667044,False,Handball,Men's Quarterfinal,01:30:00,2021-08-03,Handball,Yoyogi National Stadium
533,35.895211316703495, 139.6314078235249,False,Basketball,Men's Quarterfinal,02:00:00,2021-08-03,Basketball,Saitama Super Arena
534,35.63522638292027, 139.78961039488578,False,Tennis,Men's Team Quarterfinals,02:00:00,2021-08-03,Tennis,Ariake Tennis Park
535,35.65154002713155, 139.81526845227876,False,Diving,Men's 3m Springboard Semifinal,02:00:00,2021-08-03,Diving,Tokyo Aquatics Centre
536,35.59269081886343, 139.75405101776522,False,Hockey,Men's Semifinal,02:30:00,2021-08-03,Hockey,Oi Hockey Stadium
537,35.69708642863296, 139.79336043405075,False,Boxing,Men's Fly (48-52kg) Quarterfinals,03:00:00,2021-08-03,Boxing,Kokugikan Arena
538,35.64977449961884, 140.03645074412134,False,Wrestling,Men's Greco-Roman 77 kg Repechage,03:00:00,2021-08-03,Wrestling,Makuhari Messe Hall
539,35.643512573489566, 139.79473745950065,False,Volleyball,Men's Quarterfinal,05:00:00,2021-08-03,Volleyball,Ariake Arena
540,35.66773432212354, 139.70019944667044,False,Handball,Men's Quarterfinal,05:15:00,2021-08-03,Handball,Yoyogi National Stadium
541,35.895211316703495, 139.6314078235249,False,Basketball,Men's Quarterfinal,05:40:00,2021-08-03,Basketball,Saitama Super Arena
542,35.67697382447295, 139.76380194086386,False,Weightlifting,Men's 109 kg Group B,05:50:00,2021-08-03,Weightlifting,Tokyo International Forum
543,35.647754733125474, 139.8195228619168,False,Water Polo,Women's Quarterfinals (2 matches),06:00:00,2021-08-03,Water Polo,Tatsumi Water Polo Centre
544,35.29979336326726, 139.48406276201857,False,Sailing,Finn Men - Medal Race,06:30:00,2021-08-03,Sailing,Enoshima Yacht Harbour
545,35.65154002713155, 139.81526845227876,False,Diving,Men's 3m Springboard Final,07:00:00,2021-08-03,Diving,Tokyo Aquatics Centre
546,35.01222390470476, 139.01558129892814,False,Cycling,Women's Team Pursuit First round,07:30:00,2021-08-03,Cycling Track,Izu Velodrome
547,35.64167062421445, 139.79257372832834,False,Gymnastics,Men's Parallel Bars Final,09:00:00,2021-08-03,Artistic Gymnastics,Ariake Gymnastics Centre
548,35.66773432212354, 139.70019944667044,False,Handball,Men's Quarterfinal,09:00:00,2021-08-03,Handball,Yoyogi National Stadium
549,35.69708642863296, 139.79336043405075,False,Boxing,Women's Light (57-60kg) Quarterfinals,09:00:00,2021-08-03,Boxing,Kokugikan Arena
550,35.99213056967567, 140.64152126184229,False,Football,Men's Semifinal (2 matches),09:00:00,2021-08-03,Football,Ibaraki Kashima Stadium
551,35.62349586496833, 139.7773659975334,False,Sport Climbing,Men's Combined Qualification - Speed,09:00:00,2021-08-03,Sport Climbing,Aomi Urban Sports Park
552,35.643512573489566, 139.79473745950065,False,Volleyball,Men's Quarterfinal,09:00:00,2021-08-03,Volleyball,Ariake Arena
553,35.895211316703495, 139.6314078235249,False,Basketball,Men's Quarterfinal,09:20:00,2021-08-03,Basketball,Saitama Super Arena
554,35.64977449961884, 140.03645074412134,False,Wrestling,Men's Greco-Roman 67 kg SemifinalsMen's Greco-Roman 87 kg SemifinalsWomen's Freestyle 62 kg SemifinalsMen's Greco-Roman 77 kg Bronze Medal Matches,10:15:00,2021-08-03,Wrestling.,Makuhari Messe Hall
555,35.647754733125474, 139.8195228619168,False,Water Polo,Women's Quarterfinals (2 matches),10:20:00,2021-08-03,Water Polo,Tatsumi Water Polo Centre
556,35.67786383266573, 139.71366292613558,True,Athletics,Women's Long Jump Victory Ceremony,11:00:00,2021-08-03,Athletics,Olympic Stadium
557,35.59269081886343, 139.75405101776522,False,Hockey,Men's Semifinal,11:00:00,2021-08-03,Hockey,Oi Hockey Stadium
558,35.44332814187166, 139.64046498472052,False,Baseball,Baseball Knockout stage (#5),11:00:00,2021-08-03,Baseball,Yokohama Baseball Stadium
559,35.6369951864692, 139.63364991415503,False,Equestrian,Jumping Individual Qualifier,11:00:00,2021-08-03,Equestrian,Equestrian Park
560,35.65154002713155, 139.81526845227876,False,Swimming,Duet Technical Routine,11:30:00,2021-08-03,Artistic Swimming,Tokyo Aquatics Centre
561,35.63522638292027, 139.78961039488578,False,Tennis,Women's Team Semifinals,11:30:00,2021-08-03,Tennis,Ariake Tennis Park
562,35.67697382447295, 139.76380194086386,False,Weightlifting,Men's 109 kg Group A,11:50:00,2021-08-03,Weightlifting,Tokyo International Forum
563,35.66773432212354, 139.70019944667044,False,Handball,Men's Quarterfinal,12:45:00,2021-08-03,Handball,Yoyogi National Stadium
564,35.895211316703495, 139.6314078235249,False,Basketball,Men's Quarterfinal,13:00:00,2021-08-03,Basketball,Saitama Super Arena
565,35.62426208355979, 139.76843705331703,False,Volleyball,Women's Quarterfinals (2 matches),13:00:00,2021-08-03,Beach Volleyball,Shiokaze Park
566,35.643512573489566, 139.79473745950065,False,Volleyball,Men's Quarterfinal,13:30:00,2021-08-03,Volleyball,Ariake Arena
567,35.630141395249126, 139.7762643781928,False,Swimming,Women's 10km,22:30:00,2021-08-04,Marathon Swimming,Odaiba Marine Park
568,35.899811713519725, 139.40574870339583,False,Golf,Women's Individual Stroke Play Round 1,23:30:00,2021-08-04,Golf,Kasumigaseki Country Club
569,35.67786383266573, 139.71366292613558,False,Athletics,Men's Decathlon 100m,01:00:00,2021-08-04,Athletics,Olympic Stadium
570,35.63870992266322, 139.78568228668425,False,Skateboarding,Women's Park Prelims Heats,01:00:00,2021-08-04,Skateboarding.,Ariake Urban Sports Park
571,35.62426208355979, 139.76843705331703,False,Volleyball,Men's Quarterfinals (2 matches),01:00:00,2021-08-04,Beach Volleyball,Shiokaze Park
572,35.643512573489566, 139.79473745950065,False,Volleyball,Women's Quarterfinal (4 matches),01:00:00,2021-08-04,Volleyball,Ariake Arena
573,35.60796457817903, 139.8147625026683,False,Canoeing,Men's Kayak Single 200m Heats,01:30:00,2021-08-04,Canoe Sprint,Sea Forest Waterway
574,35.66773432212354, 139.70019944667044,False,Handball,Women's Quarterfinal (4 matches),01:30:00,2021-08-04,Handball,Yoyogi National Stadium
575,35.895211316703495, 139.6314078235249,False,Basketball,Women's Quarterfinal,02:00:00,2021-08-04,Basketball,Saitama Super Arena
576,35.679538129089025, 139.71224149090568,False,Tennis,Women's Team Semifinals,02:00:00,2021-08-04,Table Tennis,Tokyo Metropolitan Gymnasium
577,35.59269081886343, 139.75405101776522,False,Hockey,Women's Semifinal,02:30:00,2021-08-04,Hockey,Oi Hockey Stadium
578,35.64977449961884, 140.03645074412134,False,Wrestling,Men's Greco-Roman 67 kg Repechage,03:00:00,2021-08-04,Wrestling,Makuhari Messe Hall
579,35.44332814187166, 139.64046498472052,False,Baseball,Baseball Knockout stage (#6),04:00:00,2021-08-04,Baseball,Yokohama Baseball Stadium
580,35.895211316703495, 139.6314078235249,False,Basketball,Women's Quarterfinal,05:40:00,2021-08-04,Basketball,Saitama Super Arena
581,35.67697382447295, 139.76380194086386,False,Weightlifting,Men's +109 kg Group B,05:50:00,2021-08-04,Weightlifting,Tokyo International Forum
582,35.69708642863296, 139.79336043405075,False,Boxing,Women's Fly (48-51kg) Semifinals,06:00:00,2021-08-04,Boxing,Kokugikan Arena
583,35.647754733125474, 139.8195228619168,False,Water Polo,Men's Quarterfinals (2 matches),06:00:00,2021-08-04,Water Polo,Tatsumi Water Polo Centre
584,35.29979336326726, 139.48406276201857,False,Sailing,470 Men - Medal Race,06:30:00,2021-08-04,Sailing,Enoshima Yacht Harbour
585,35.679538129089025, 139.71224149090568,False,Tennis,Men's Team Semifinals,06:30:00,2021-08-04,Table Tennis,Tokyo Metropolitan Gymnasium
586,35.65154002713155, 139.81526845227876,False,Diving,Women's 10m Platform Preliminary,07:00:00,2021-08-04,Diving,Tokyo Aquatics Centre
587,35.01222390470476, 139.01558129892814,False,Cycling,Men's Sprint Qualifying,07:30:00,2021-08-04,Cycling Track,Izu Velodrome
588,35.62349586496833, 139.7773659975334,False,Sport Climbing,Women's Combined Qualification - Speed,09:00:00,2021-08-04,Sport Climbing,Aomi Urban Sports Park
589,35.895211316703495, 139.6314078235249,False,Basketball,Women's Quarterfinal,09:20:00,2021-08-04,Basketball,Saitama Super Arena
590,35.647754733125474, 139.8195228619168,False,Water Polo,Men's Quarterfinals (2 matches),10:20:00,2021-08-04,Water Polo,Tatsumi Water Polo Centre
591,35.67786383266573, 139.71366292613558,False,Athletics,Men's Decathlon High Jump,10:30:00,2021-08-04,Athletics,Olympic Stadium
592,35.64977449961884, 140.03645074412134,False,Wrestling,Men's: Freestyle 57 kg Semifinals,10:15:00,2021-08-04,Wrestling,Makuhari Messe Hall
593,35.44332814187166, 139.64046498472052,False,Baseball,Baseball Knockout stage (#7),11:00:00,2021-08-04,Baseball,Yokohama Baseball Stadium
594,35.6369951864692, 139.63364991415503,False,Equestrian,Jumping Individual Final,11:00:00,2021-08-04,Equestrian,Equestrian Park
595,35.59269081886343, 139.75405101776522,False,Hockey,Women's Semifinal,11:00:00,2021-08-04,Hockey,Oi Hockey Stadium
596,35.679538129089025, 139.71224149090568,False,Tennis,Men's Team Semifinals,11:30:00,2021-08-04,Table Tennis,Tokyo Metropolitan Gymnasium
597,35.65154002713155, 139.81526845227876,False,Swimming,Duet Free Routine Final,11:30:00,2021-08-04,Artistic Swimming,Tokyo Aquatics Centre
598,35.67697382447295, 139.76380194086386,False,Weightlifting,Men's +109 kg Group A,11:50:00,2021-08-04,Weightlifting,Tokyo International Forum
599,35.895211316703495, 139.6314078235249,False,Basketball,Women's Quarterfinal,13:00:00,2021-08-04,Basketball,Saitama Super Arena
600,35.62426208355979, 139.76843705331703,False,Volleyball,Men's Quarterfinals (2 matches),13:00:00,2021-08-04,Beach Volleyball,Shiokaze Park
601,35.630141395249126, 139.7762643781928,False,Swimming,Men's 10km,22:30:00,2021-08-05,Marathon Swimming,Odaiba Marine Park
602,35.899811713519725, 139.40574870339583,False,Golf,Women's Individual Stroke Play Round 2,23:30:00,2021-08-05,Golf,Kasumigaseki Country Club
603,35.67786383266573, 139.71366292613558,False,Athletics,Men's Decathlon 110m Hurdles,01:00:00,2021-08-05,Athletics,Olympic Stadium
604,35.63870992266322, 139.78568228668425,False,Skateboarding,Men's Park Prelims Heats,01:00:00,2021-08-05,Skateboarding,Ariake Urban Sports Park
605,35.62426208355979, 139.76843705331703,False,Volleyball,Men's or Women's Semifinals (2 matches),01:00:00,2021-08-05,Beach Volleyball,Shiokaze Park
606,35.60796457817903, 139.8147625026683,False,Canoeing,Men's Kayak Single 200m Semifinals,01:30:00,2021-08-05,Canoe Sprint,Sea Forest Waterway
607,35.69328639505304, 139.74961103902368,False,Martial Arts,Women's Kata Elimination Round,02:00:00,2021-08-05,Karate,Nippon Budokan
608,35.65154002713155, 139.81526845227876,False,Diving,Women's 10m Platform Semifinal,02:00:00,2021-08-05,Diving,Tokyo Aquatics Centre
609,35.59269081886343, 139.75405101776522,False,Hockey,Men's Bronze Medal Match,02:30:00,2021-08-05,Hockey,Oi Hockey Stadium
610,35.679538129089025, 139.71224149090568,False,Tennis,Women's Team Bronze Medal Team Match,03:00:00,2021-08-05,Table Tennis,Tokyo Metropolitan Gymnasium
611,35.64977449961884, 140.03645074412134,False,Wrestling,Men's Freestyle 57 kg Repechage,03:00:00,2021-08-05,Wrestling,Makuhari Messe Hall
612,35.66516093172041, 139.52508181634872,False,Modern Pentathlon,Women's Fencing Ranking Round,05:00:00,2021-08-05,Modern Pentathlon,Musashino Forest Sport Plaza
613,35.643512573489566, 139.79473745950065,False,Volleyball,Men's Semifinal,05:00:00,2021-08-05,volleyball,Ariake Arena
614,35.895211316703495, 139.6314078235249,False,Basketball,Men's Semifinal,05:15:00,2021-08-05,Basketball,Saitama Super Arena
615,35.69708642863296, 139.79336043405075,False,Boxing,Women's Light (57-60kg) Semifinals,06:00:00,2021-08-05,Boxing.,Kokugikan Arena
616,35.647754733125474, 139.8195228619168,False,Water Polo,Women's Classification match (5th-8th places),06:00:00,2021-08-05,Water Polo,Tatsumi Water Polo Centre
617,35.65154002713155, 139.81526845227876,False,Diving,Women's 10m Platform Final,07:00:00,2021-08-05,Diving,Tokyo Aquatics Centre
618,35.01222390470476, 139.01558129892814,False,Cycling,Men's Omnium Scratch Race 1/4Men's Sprint 1/8 FinalsWomen's Keirin QuarterfinalsMen's Sprint 1/8 Finals RepechagesMen's Omnium Tempo Race 2/4,07:30:00,2021-08-05,Cycling Track,Izu Velodrome
619,43.05988480448009, 141.34661238831993,False,Athletics,Men's 20km Race Walk Final,08:30:00,2021-08-05,Athletics,Sapporo Odori Park
620,35.99213056967567, 140.64152126184229,False,Football,Women's Bronze Medal Match,09:00:00,2021-08-05,Football,Ibaraki Kashima Stadium
621,35.66773432212354, 139.70019944667044,False,Handball,Men's Semifinal,09:00:00,2021-08-05,Handball,Yoyogi National Stadium
622,35.69328639505304, 139.74961103902368,False,Martial Arts,Women's Kumite -55 kg Elimination Round,09:00:00,2021-08-05,Karate,Nippon Budokan
623,35.62349586496833, 139.7773659975334,False,Sport Climbing,Men's Combined Final - Speed,09:30:00,2021-08-05,Sport Climbing,Aomi Urban Sports Park
624,35.64977449961884, 140.03645074412134,False,Wrestling,Men's Freestyle 74 kg Semifinals,10:15:00,2021-08-05,Wrestling,Makuhari Messe Hall
625,35.647754733125474, 139.8195228619168,False,Water Polo,Women's Classification match (5th-8th places),10:20:00,2021-08-05,Water Polo,Tatsumi Water Polo Centre
626,35.67786383266573, 139.71366292613558,True,Athletics,Men's Shot Put Victory Ceremony,11:00:00,2021-08-05,Athletics,Olympic Stadium
627,35.59269081886343, 139.75405101776522,True,Hockey,Men's Gold Medal Match,11:00:00,2021-08-05,Hockey,Oi Hockey Stadium
628,35.44332814187166, 139.64046498472052,False,Baseball,Baseball Semifinal(#8),11:00:00,2021-08-05,Baseball,Yokohama Baseball Stadium
629,35.679538129089025, 139.71224149090568,True,Tennis,Women's Team Gold Medal Team Match,11:30:00,2021-08-05,Table Tennis,Tokyo Metropolitan Gymnasium
630,35.895211316703495, 139.6314078235249,False,Basketball,Men's Semifinal,12:00:00,2021-08-05,Basketball,Saitama Super Arena
631,35.62426208355979, 139.76843705331703,False,Volleyball,Men's or Women's Semifinals (2 matches),13:00:00,2021-08-05,Beach Volleyball,Shiokaze Park
632,35.66773432212354, 139.70019944667044,False,Handball,Men's Semifinal,13:00:00,2021-08-05,Handball,Yoyogi National Stadium
633,35.643512573489566, 139.79473745950065,False,Volleyball,Men's Semifinal,13:00:00,2021-08-05,Volleyball,Ariake Arena
634,43.05988480448009, 141.34661238831993,False,Athletics,Men's 50km Race Walk Final,21:30:00,2021-08-06,Athletics,Sapporo Odori Park
635,35.899811713519725, 139.40574870339583,False,Golf,Women's Individual Stroke Play Round 3,23:30:00,2021-08-06,Golf,Kasumigaseki Country Club
636,35.60796457817903, 139.8147625026683,False,Canoeing,Women's Canoe Double 500m Heats,01:30:00,2021-08-06,Canoe Sprint,Sea Forest Waterway
637,35.62426208355979, 139.76843705331703,False,Volleyball,Women's Bronze Medal Match,02:00:00,2021-08-06,Beach Volleyball,Shiokaze Park
638,35.69328639505304, 139.74961103902368,False,Martial Arts,Men's Kata Elimination Round,02:00:00,2021-08-06,Karate,Nippon Budokan
639,35.64167062421445, 139.79257372832834,False,Rhythmic Gymnastics,Individual All-Around Qualification,02:20:00,2021-08-06,Rhythmic Gymnastics,Ariake Gymnastics Centre
640,35.59269081886343, 139.75405101776522,False,Hockey,Women's Bronze Medal Match,02:30:00,2021-08-06,Hockey,Oi Hockey Stadium
641,35.67786383266573, 139.71366292613558,True,Football,Women's Gold Medal Match,03:00:00,2021-08-06,Football,Olympic Stadium
642,35.64977449961884, 140.03645074412134,False,Wrestling,Men's Freestyle 74 kg Repechage,03:00:00,2021-08-06,Wrestling,Makuhari Messe Hall
643,35.679538129089025, 139.71224149090568,False,Tennis,Men's Team Bronze Medal Team Match,03:00:00,2021-08-06,Table Tennis,Tokyo Metropolitan Gymnasium
644,35.643512573489566, 139.79473745950065,False,Volleyball,Women's Semifinal,05:00:00,2021-08-06,Volleyball,Ariake Arena
645,35.895211316703495, 139.6314078235249,False,Basketball,Women's Semifinal,05:40:00,2021-08-06,Basketball,Saitama Super Arena
646,35.69708642863296, 139.79336043405075,False,Boxing,Women's Middle (69-75kg) Semifinals,06:00:00,2021-08-06,Boxing,Kokugikan Arena
647,35.647754733125474, 139.8195228619168,False,Water Polo,Men's Classification match (5th-8th places),06:00:00,2021-08-06,Water Polo,Tatsumi Water Polo Centre
648,35.66446761779039, 139.52756286092847,False,Modern Pentathlon,Women's Swimming,06:30:00,2021-08-06,Modern Pentathlon,Tokyo Stadium
649,35.64167062421445, 139.79257372832834,False,Rhythmic Gymnastics,Individual All-Around Qualification,06:50:00,2021-08-06,Rhythmic Gymnastics,Ariake Gymnastics Centre
650,35.65154002713155, 139.81526845227876,False,Diving,Men's 10m Platform Preliminary,07:00:00,2021-08-06,Diving,Tokyo Aquatics Centre
651,35.01222390470476, 139.01558129892814,False,Cycling,Women's Sprint Qualifying,07:30:00,2021-08-06,Cycling Track,Izu Velodrome
652,43.05988480448009, 141.34661238831993,False,Athletics,Women's 20km Race Walk Final,08:30:00,2021-08-06,Athletics,Sapporo Odori Park
653,35.66773432212354, 139.70019944667044,False,Handball,Women's Semifinal,09:00:00,2021-08-06,Handball,Yoyogi National Stadium
654,35.69328639505304, 139.74961103902368,False,Martial Arts,Men's Kumite -75 kg Elimination Round,09:00:00,2021-08-06,Karate,Nippon Budokan
655,35.62349586496833, 139.7773659975334,False,Sport Climbing,Women's Combined Final - Speed,09:30:00,2021-08-06,Sport Climbing,Aomi Urban Sports Park
656,35.64977449961884, 140.03645074412134,False,Wrestling,Men's Freestyle 65 kg Semifinals,10:15:00,2021-08-06,Wrestling,Makuhari Messe Hall
657,35.647754733125474, 139.8195228619168,False,Water Polo,Men's Classification match (5th-8th places),10:20:00,2021-08-06,Water Polo,Tatsumi Water Polo Centre
658,35.6369951864692, 139.63364991415503,False,Equestrian,Jumping Team Qualifier,11:00:00,2021-08-06,Equestrian,Equestrian Park
659,35.59269081886343, 139.75405101776522,True,Hockey,Women's Gold Medal Match,11:00:00,2021-08-06,Hockey,Oi Hockey Stadium
660,35.65154002713155, 139.81526845227876,False,Swimming,Team Technical Routine,11:30:00,2021-08-06,Artistic Swimming,Tokyo Aquatics Centre
661,35.679538129089025, 139.71224149090568,True,Tennis,Men's Team Gold Medal Team Match,11:30:00,2021-08-06,Table Tennis,Tokyo Metropolitan Gymnasium
662,35.67786383266573, 139.71366292613558,False,Athletics,Men's 4 x 400m Relay Round 1,11:50:00,2021-08-06,Athletics,Olympic Stadium
663,35.895211316703495, 139.6314078235249,False,Basketball,Women's Semifinal,12:00:00,2021-08-06,Basketball,Saitama Super Arena
664,35.903408731875246, 139.71816554795595,False,Football,Men's Bronze Medal Match,12:00:00,2021-08-06,Football,Saitama Stadium
665,35.66773432212354, 139.70019944667044,False,Handball,Women's Semifinal,13:00:00,2021-08-06,Handball,Yoyogi National Stadium
666,35.643512573489566, 139.79473745950065,False,Volleyball,Women's Semifinal,13:00:00,2021-08-06,Volleyball,Ariake Arena
667,43.05988480448009, 141.34661238831993,False,Athletics,Women's Marathon Final,23:00:00,2021-08-07,Athletics,Sapporo Odori Park
668,35.899811713519725, 139.40574870339583,False,Golf,Women's Individual Stroke Play Round 4,23:30:00,2021-08-07,Golf,Kasumigaseki Country Club
669,35.60796457817903, 139.8147625026683,False,Canoeing,Women's Canoe Double 500m Semifinals,01:30:00,2021-08-07,Canoe Sprint,Sea Forest Waterway
670,35.647754733125474, 139.8195228619168,False,Water Polo,Women's classification match (7th-8th places),01:30:00,2021-08-07,Water Polo,Tatsumi Water Polo Centre
671,35.62426208355979, 139.76843705331703,False,Volleyball,Men's Bronze Medal Match,02:00:00,2021-08-07,Beach Volleybal,Shiokaze Park
672,35.64167062421445, 139.79257372832834,False,Rhythmic Gymnastics,Group All-Around Qualification,02:00:00,2021-08-07,Rhythmic Gymnastics,Ariake Gymnastics Centre
673,35.65154002713155, 139.81526845227876,False,Diving,Men's 10m Platform Semifinal,02:00:00,2021-08-07,Diving,Tokyo Aquatics Centre
674,35.895211316703495, 139.6314078235249,True,Basketball,Men's Gold Medal Game,03:30:00,2021-08-07,Basketball,Saitama Super Arena
675,35.44332814187166, 139.64046498472052,False,Baseball,Baseball Bronze Medal Game (#9),04:00:00,2021-08-07,Baseball,Yokohama Baseball Stadium
676,35.643512573489566, 139.79473745950065,False,Volleyball,Men's Bronze Medal Match,05:30:00,2021-08-07,Volleyball,Ariake Arena
677,35.647754733125474, 139.8195228619168,False,Water Polo,Women's Bronze Medal Match,05:40:00,2021-08-07,Water Polo,Tatsumi Water Polo Centre
678,35.69708642863296, 139.79336043405075,False,Boxing,Men's Fly (48-52kg) Final,06:00:00,2021-08-07,Boxing,Kokugikan Arena
679,35.69328639505304, 139.74961103902368,False,Martial Arts,Women's Kumite +61 kg Elimination Round,06:00:00,2021-08-07,Karate,Nippon Budokan
680,35.66446761779039, 139.52756286092847,False,Modern Pentathlon,Men's Swimming,06:30:00,2021-08-07,Modern Pentathlon,Tokyo Stadium
681,35.65154002713155, 139.81526845227876,False,Diving,Men's 10m Platform Final,07:00:00,2021-08-07,Diving,Tokyo Aquatics Centre
